Customer ID,Dummy_Customer_id,Gender_Converted,Age,Age_Bucket_Converted,Married_converted,Number of Dependents,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Tenure_bucket_converted,Offer_Converted,Phone_Service Converted,Avg Monthly Long Distance Charges,Multiple_lines_woe,Internet Service Converted,Internet_type_converted,Avg Monthly GB Download,Online_Security_Woe,Online_Backup_woe,Device_Protection_Plan,Premium Tech Support,Streaming_Tv_woe,Streaming_movie_woe,Streaming_music_woe,Unlimited_Data_Converted,Contract_Converted,PaperLess_Biling_woe,Payment_method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Target
1842-EZJMK,1245,0.02,28,0.19,0.39,0,95662,38.689174,-121.218435,1,50,0.67,0.95,-0.01,34.14,0.08,-0.26,-0.64,69,-0.69,0.27,-0.58,0.7,-0.17,-0.17,-0.14,-0.2,-0.9,0.62,-0.35,103.7,5071.05,36.61,0,1707,6741.44,1
1843-TLSGD,1246,-0.02,56,0.13,0.39,3,96128,40.346634,-120.386422,6,13,-0.78,-0.03,-0.01,27.62,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,0.76,20.85,272.35,0,0,359.06,631.41,0
1845-CSBRZ,1247,-0.02,71,-0.4,0.39,1,91766,34.042286,-117.756106,7,22,0.23,-0.01,-0.01,40.19,0.08,-0.26,-0.64,27,-0.69,-0.61,-0.58,-0.7,-0.17,-0.34,-0.35,-0.2,2.6,0.62,-0.35,85.35,1961.6,0,0,884.18,2845.78,0
1845-ZLLIG,1248,0.02,45,0.13,-0.31,0,95258,38.169605,-121.310964,0,1,-0.78,-1.14,-0.01,20.3,0.08,-0.26,0.46,16,-0.69,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,0.76,50.15,50.15,0,0,20.3,70.45,0
1846-XWOQN,1249,-0.02,80,-0.77,-0.31,0,93426,35.842889,-121.004862,0,1,-0.78,-0.03,-0.01,47.97,0.08,-0.26,-0.64,8,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,70.15,70.15,0,0,47.97,118.12,1
1848-LBZHY,1250,-0.02,19,0.19,0.39,0,90242,33.921793,-118.140588,7,7,-0.78,-0.03,-0.01,33.24,0.08,-0.26,0.46,53,0.75,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,50.3,355.1,0,0,232.68,587.78,0
1849-RJYIG,1251,-0.02,43,0.13,-0.31,0,94087,37.3511,-122.037311,0,8,-0.78,-0.03,-0.01,46.78,0.08,-0.26,0.46,24,0.75,-0.61,-0.58,-0.7,-0.17,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,60,487.75,0,0,374.24,861.99,0
1850-AKQEP,1252,0.02,61,-0.4,-0.31,1,95064,37.007882,-122.065975,0,8,-0.78,-0.03,-0.01,14.37,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,0.76,20.35,178.7,0,0,114.96,293.66,0
1852-QSWCD,1253,0.02,62,-0.4,0.39,1,92266,33.3249,-114.758334,1,64,1.63,-0.03,-0.01,35.25,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,-0.34,0.76,24.8,1514.85,0,0,2256,3770.85,0
1852-XEMDW,1254,0.02,20,0.19,-0.31,0,95552,40.390301,-123.412327,0,22,0.23,-0.01,-0.01,43.78,0.08,-0.26,0.46,47,0.75,0.27,0.22,-0.7,-0.33,-0.34,-0.35,-0.3,-0.9,0.62,0.76,65.05,1427.55,0,10,963.16,2400.71,0
1853-ARAAQ,1255,-0.02,47,0.13,-0.31,0,93430,35.511833,-120.918713,0,26,0.23,-0.03,0.08,,0.08,-0.26,0.46,7,-0.69,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,0.76,50.35,1277.5,0,0,0,1277.5,0
1853-UDXBW,1256,0.02,38,0.19,0.39,0,95564,40.809636,-124.189977,1,1,-0.78,-0.03,-0.01,38.8,0.08,-0.26,-0.64,4,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,70,70,0,0,38.8,108.8,1
1855-AGAWH,1257,0.02,27,0.19,0.39,0,90201,33.970343,-118.171368,2,31,0.23,-0.03,-0.01,36.69,0.08,-0.26,-0.64,52,-0.69,-0.61,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,-0.35,93.8,2939.8,0,0,1137.39,4077.19,0
1855-CFULU,1258,-0.02,65,-0.4,-0.31,0,94619,37.787186,-122.14633,0,4,-0.78,-0.03,-0.01,41.98,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,0.76,20.05,91.45,0,0,167.92,259.37,0
1862-QRWPE,1259,-0.02,24,0.19,0.39,0,90272,34.079449,-118.548306,10,48,0.67,-0.03,-0.01,37.96,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,-0.35,20.65,1057,0,0,1822.08,2879.08,0
1862-SKORY,1260,-0.02,66,-0.4,0.39,0,90029,34.089953,-118.294824,1,40,0.23,-0.03,0.08,,0.08,-0.26,0.05,3,-0.69,0.27,-0.58,-0.7,-0.17,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,39.3,1637.4,0,0,0,1637.4,1
1866-DIOQZ,1261,-0.02,23,0.19,0.39,0,95436,38.499302,-122.92444,10,71,1.63,-0.03,0.08,,0.08,-0.26,0.05,85,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,1.1,0.62,-0.35,66.8,4689.15,0,0,0,4689.15,0
1866-NXPSP,1262,-0.02,48,0.13,-0.31,0,95521,40.839958,-124.003757,0,36,0.23,-0.03,-0.01,32,0.08,-0.26,0.05,23,0.75,0.27,0.22,0.7,-0.33,-0.17,-0.14,-0.3,1.1,-0.34,0.76,75.55,2680.15,0,100,1152,3932.15,0
1866-OBPNR,1263,0.02,28,0.19,0.39,1,95833,38.619049,-121.517552,5,1,-0.78,-0.03,-0.01,42.99,0.08,-0.26,-0.64,59,-0.69,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,0.76,74.6,74.6,0,0,42.99,117.59,0
1866-RZZQS,1264,0.02,77,-0.4,-0.31,0,92373,34.003243,-117.138286,0,41,0.67,0.95,-0.01,42.06,0.08,-0.26,-0.64,21,-0.69,-0.61,0.22,-0.7,-0.17,-0.17,-0.35,-0.2,-0.9,-0.34,-0.35,98.4,4187.75,0,0,1724.46,5912.21,1
1866-ZSLJM,1265,0.02,31,0.19,-0.31,0,94972,38.339996,-122.935056,0,21,0.23,-0.01,-0.01,32.89,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,0.76,20.5,402.85,0,0,690.69,1093.54,0
1867-BDVFH,1266,0.02,35,0.19,0.39,0,90056,33.987945,-118.370442,1,11,-0.78,-0.01,-0.01,9.14,0.08,-0.26,-0.64,19,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,74.35,834.2,0,0,100.54,934.74,1
1867-TJHTS,1267,-0.02,47,0.13,-0.31,0,95817,38.550722,-121.457314,0,58,0.67,-0.03,-0.01,22.71,0.08,-0.26,-0.64,14,0.75,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,79.8,4526.85,0,0,1317.18,5844.03,0
1871-MOWRM,1268,0.02,57,0.13,0.39,0,94973,38.005839,-122.638155,3,12,-0.78,-0.03,-0.01,18.26,0.08,-0.26,-0.64,18,0.75,-0.61,-0.58,0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,80.85,866.45,23.72,0,219.12,1061.85,1
1872-EBWSC,1269,-0.02,28,0.19,-0.31,0,94702,37.866009,-122.286228,0,29,0.23,-0.03,-0.01,21.19,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,1.1,0.62,-0.48,20.35,617.35,0,0,614.51,1231.86,0
1875-QIVME,1270,-0.02,26,0.19,0.39,3,91042,34.296574,-118.244839,1,2,-0.78,-1.14,-0.01,11.51,0.08,-0.26,-0.64,53,-0.69,-0.61,0.22,0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,104.4,242.8,45.44,0,23.02,220.38,1
1877-HKBQX,1271,-0.02,21,0.19,-0.31,0,90703,33.8681,-118.067402,0,11,-0.78,-0.01,-0.01,1.16,0.08,-0.26,0.46,41,0.75,-0.61,-0.58,0.7,-0.33,-0.34,-0.35,-0.2,1.1,-0.34,-0.48,54.6,617.85,0,0,12.76,630.61,0
1891-FZYSA,1272,0.02,65,-0.4,0.39,0,95587,39.955587,-123.681175,1,69,1.63,-0.03,-0.01,16.34,0.08,-0.26,-0.64,4,-0.69,0.27,-0.58,-0.7,-0.17,-0.34,-0.35,-0.3,-0.9,-0.34,-0.35,89.95,6143.15,6.79,110,1127.46,7373.82,1
1891-QRQSA,1273,0.02,71,-0.4,0.39,0,90241,33.940884,-118.128628,9,64,1.63,0.95,-0.01,16.33,0.08,-0.26,-0.64,10,0.75,-0.61,0.22,0.7,-0.17,-0.17,-0.35,-0.2,2.6,-0.34,-0.35,111.6,7099,0,0,1045.12,8144.12,0
1891-UAWWU,1274,-0.02,79,-0.4,0.39,0,93528,35.363339,-117.637641,1,20,-0.78,-0.03,-0.01,4.77,0.08,-0.26,-0.64,17,-0.69,-0.61,0.22,-0.7,-0.17,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,90.8,1951,0,0,95.4,2046.4,1
1894-IGFSG,1275,-0.02,38,0.19,-0.31,0,93535,34.712708,-117.889656,0,22,0.23,-0.03,-0.01,18.01,0.08,-0.26,-0.64,2,-0.69,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,0.62,-0.35,89.25,1907.85,0,0,396.22,2304.07,1
1895-QTKDO,1276,-0.02,38,0.19,-0.31,0,92583,33.796568,-116.924723,0,1,-0.78,-0.03,-0.01,45.59,0.08,-0.26,0.46,5,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,0.76,43.95,43.95,0,0,45.59,89.54,0
1897-OKVMW,1277,-0.02,44,0.13,0.39,1,95330,37.80821,-121.308401,3,64,1.63,-0.03,-0.01,37,0.08,-0.26,0.46,19,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.48,90.6,5817.45,0,0,2368,8185.45,0
1897-RCFUM,1278,-0.02,31,0.19,0.39,2,95468,38.911299,-123.609588,1,39,0.23,-0.03,-0.01,5.88,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,1.1,-0.34,0.76,24.2,914.6,0,0,229.32,1143.92,0
1898-JSNDC,1279,-0.02,23,0.19,-0.31,0,95758,38.35363,-121.44195,0,39,0.23,0.2,-0.01,48.17,0.08,-0.26,0.46,58,-0.69,0.27,-0.58,-0.7,-0.17,-0.34,-0.35,-0.2,1.1,-0.34,0.76,58.6,2224.5,0,0,1878.63,4103.13,0
1899-VXWXM,1280,0.02,55,0.13,-0.31,0,92130,32.957195,-117.202542,0,48,0.67,-0.03,-0.01,24.73,0.08,-0.26,-0.64,4,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,0.76,106.1,5082.8,0,0,1187.04,6269.84,1
1902-XBTFB,1281,0.02,39,0.19,-0.31,0,91605,34.207295,-118.400022,0,22,0.23,-0.01,-0.01,39.58,0.08,-0.26,-0.64,12,-0.69,0.27,0.22,-0.7,-0.17,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,89.4,2001.5,0,0,870.76,2872.26,1
1904-WAJAA,1282,-0.02,23,0.19,0.39,3,92118,32.68674,-117.186612,0,24,0.23,0.2,-0.01,46.54,0.08,-0.26,0.46,85,0.75,0.27,0.22,-0.7,-0.33,-0.34,-0.35,-0.2,2.6,0.62,-0.35,64.35,1558.65,0,0,1116.96,2675.61,0
1905-OEILC,1283,-0.02,42,0.13,-0.31,0,93953,36.587497,-121.944815,0,1,-0.78,-1.14,-0.01,20.11,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,0.76,19.5,19.5,0,0,20.11,39.61,0
1907-UBQFC,1284,0.02,69,-0.4,-0.31,0,94108,37.791998,-122.408653,0,10,-0.78,-0.03,-0.01,5.46,0.08,-0.26,-0.64,24,-0.69,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.3,-0.9,-0.34,-0.35,72.85,688.65,0,30,54.6,773.25,1
1907-YLNYW,1285,0.02,47,0.13,-0.31,0,95543,41.867908,-123.794144,0,8,-0.78,-0.03,-0.01,41.13,0.08,-0.26,0.46,27,0.75,-0.61,0.22,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,66.7,579,0,0,329.04,908.04,0
1910-FMXJM,1286,-0.02,59,0.13,0.39,0,92324,34.030915,-117.273201,8,36,0.23,-0.03,-0.01,49.33,0.08,-0.26,-0.64,23,-0.69,-0.61,-0.58,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,0.62,-0.35,80.4,2937.65,0,0,1775.88,4713.53,0
1915-IOFGU,1287,-0.02,53,0.13,-0.31,0,93531,35.214982,-118.59049,0,1,-0.78,-0.03,-0.01,41.39,0.08,-0.26,-0.64,3,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,70.5,70.5,0,0,41.39,111.89,1
1915-OAKWD,1288,-0.02,56,0.13,-0.31,0,94920,37.885629,-122.46858,0,16,-0.78,-0.01,-0.01,44.05,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,1.1,-0.34,-0.35,19.3,360.35,0,0,704.8,1065.15,0
1918-ZBFQJ,1289,-0.02,48,0.13,-0.31,3,91206,34.162515,-118.203869,0,13,-0.78,-0.03,-0.01,33.54,0.08,-0.26,-0.64,76,-0.69,0.27,0.22,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,79.25,1111.65,48.25,0,436.02,1499.42,1
1919-RTPQD,1290,0.02,42,0.13,0.39,1,93623,37.483535,-119.679414,7,7,-0.78,-1.14,-0.01,28.7,0.08,-0.26,0.46,17,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,44.75,333.65,0,0,200.9,534.55,0
1921-KYSAY,1291,-0.02,36,0.19,-0.31,0,95961,39.082568,-121.55325,0,41,0.67,-0.03,-0.01,36.93,0.08,-0.26,0.46,30,-0.69,-0.61,0.22,0.7,-0.33,-0.17,-0.14,-0.2,1.1,-0.34,-0.35,68.6,2877.05,0,0,1514.13,4391.18,0
1925-GMVBW,1292,-0.02,49,0.13,-0.31,0,95965,39.624561,-121.552866,0,5,-0.78,-0.03,-0.01,24.53,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,0.76,20.55,96.1,0,0,122.65,218.75,0
1925-LFCZZ,1293,0.02,71,-0.4,-0.31,0,91963,32.619465,-116.593605,0,55,0.67,-0.03,0.08,,0.08,-0.26,0.46,23,-0.69,-0.61,0.22,-0.7,-0.17,-0.17,-0.35,-0.2,1.1,-0.34,-0.35,50.05,2743.45,0,0,0,2743.45,0
1925-TIBLE,1294,-0.02,62,-0.4,0.39,0,90049,34.091829,-118.491244,1,7,-0.78,-0.03,-0.01,22.61,0.08,-0.26,-0.64,11,-0.69,-0.61,-0.58,-0.7,-0.17,-0.34,-0.35,-0.3,-0.9,-0.34,-0.35,86.5,582.5,0,20,158.27,760.77,1
1926-QUZNN,1295,-0.02,45,0.13,0.39,0,93923,36.460611,-121.852507,9,72,1.63,-0.03,-0.01,49.51,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,-0.34,-0.35,25.25,1841.2,0,0,3564.72,5405.92,0
1927-QEWMY,1296,-0.02,51,0.13,0.39,0,91007,34.128284,-118.047732,6,72,1.63,1.61,-0.01,43.91,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,0.76,20.5,1502.25,0,0,3161.52,4663.77,0
1928-BXYIV,1297,0.02,47,0.13,-0.31,0,95667,38.733714,-120.795213,0,1,-0.78,-1.14,-0.01,17.07,0.08,-0.26,0.46,3,0.75,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,61.15,61.15,0,0,17.07,78.22,0
1929-ZCBHE,1298,0.02,27,0.19,0.39,1,95634,38.9386,-120.785514,7,47,0.67,0.95,0.08,,0.08,-0.26,0.46,47,0.75,-0.61,0.22,0.7,-0.33,-0.34,-0.35,-0.2,1.1,0.62,-0.35,40.3,1794.8,0,0,0,1794.8,0
1930-BZLHI,1299,0.02,31,0.19,-0.31,0,95012,36.784481,-121.759054,0,21,0.23,-0.03,-0.01,22.53,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,1.1,-0.34,0.76,20.35,422.7,0,0,473.13,895.83,0
1930-QPBVZ,1300,0.02,31,0.19,0.39,2,95454,39.806141,-123.531098,3,68,1.63,1.61,-0.01,9.29,0.08,-0.26,-0.64,18,0.75,0.27,-0.58,0.7,-0.33,-0.17,-0.14,-0.2,2.6,0.62,-0.35,95.1,6683.4,0,0,631.72,7315.12,0
1930-WNXSB,1301,0.02,38,0.19,0.39,1,91724,34.08111,-117.853935,1,58,0.67,-0.03,-0.01,47.69,0.08,-0.26,-0.64,24,-0.69,0.27,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,92.85,5305.05,0,0,2766.02,8071.07,0
1932-UEDCX,1302,0.02,79,-0.4,0.39,0,95459,38.966713,-123.586412,6,33,0.23,-0.03,-0.01,44.1,0.08,-0.26,-0.64,22,-0.69,0.27,-0.58,-0.7,-0.17,-0.17,-0.35,-0.2,-0.9,-0.34,-0.35,100.6,3270.25,0,0,1455.3,4725.55,0
1934-MKPXS,1303,0.02,21,0.19,0.39,0,95659,38.788898,-121.608624,3,33,0.23,-0.03,-0.01,49.37,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,1.1,0.62,0.76,20.1,620.55,0,0,1629.21,2249.76,0
1934-SJVJK,1304,0.02,35,0.19,-0.31,0,95567,41.950683,-124.097094,0,1,-0.78,-1.14,-0.01,40.51,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,0.76,20.15,20.15,0,0,40.51,60.66,1
1935-IMVBB,1305,0.02,43,0.13,0.39,0,92107,32.741852,-117.243453,1,56,0.67,-0.03,-0.01,3.79,0.08,-0.26,-0.64,14,-0.69,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,0.62,0.76,89.7,4952.95,41.66,0,212.24,5123.53,0
1936-CZAKF,1306,0.02,22,0.19,0.39,0,95444,38.434362,-122.86891,8,49,0.67,-0.03,0.08,,0.08,-0.26,0.05,27,-0.69,0.27,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,0.76,49.65,2409.9,0,0,0,2409.9,0
1936-UAFEH,1307,-0.02,43,0.13,-0.31,0,95666,38.546999,-120.271114,0,68,1.63,-0.03,-0.01,48.82,0.08,-0.26,-0.64,17,0.75,0.27,-0.58,0.7,-0.17,-0.17,-0.14,-0.3,2.6,0.62,0.76,110.25,7279.35,0,30,3319.76,10629.11,0
1937-OTUKY,1308,-0.02,32,0.19,0.39,0,93955,36.625114,-121.823565,1,72,1.63,-0.03,-0.01,25.48,0.08,-0.26,-0.64,3,0.75,-0.61,0.22,0.7,-0.17,-0.34,-0.35,-0.2,2.6,-0.34,-0.35,98.2,7015.9,0,0,1834.56,8850.46,0
1941-HOSAM,1309,0.02,20,0.19,0.39,3,92101,32.72523,-117.171346,1,1,-0.78,-0.03,-0.01,24.33,0.08,-0.26,-0.64,59,-0.69,-0.61,-0.58,-0.7,-0.17,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,90.1,90.1,0,0,24.33,114.43,0
1942-OQFRW,1310,0.02,62,-0.4,-0.31,0,94933,38.010092,-122.689442,0,1,-0.78,-1.14,-0.01,13.4,0.08,-0.26,0.46,17,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,44,44,0,0,13.4,57.4,0
1945-XISKS,1311,-0.02,22,0.19,0.39,0,95370,37.982716,-120.343732,4,67,1.63,-0.03,-0.01,33.01,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,0.76,19.65,1335.2,0,0,2211.67,3546.87,0
1950-KSVVJ,1312,-0.02,57,0.13,0.39,0,91754,34.050322,-118.147037,1,45,0.67,0.95,-0.01,33.54,0.08,-0.26,-0.64,4,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,1.1,0.62,-0.48,113.3,5032.25,0,0,1509.3,6541.55,0
1951-IEYXM,1313,0.02,57,0.13,0.39,0,91730,34.10097,-117.57882,1,72,1.63,-0.03,-0.01,34.97,0.08,-0.26,0.05,11,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,0.76,90.6,6441.85,0,0,2517.84,8959.69,0
1952-DVVSW,1314,-0.02,23,0.19,0.39,0,95713,39.084645,-120.894014,4,10,-0.78,-0.03,-0.01,14.04,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,1.1,0.62,0.76,20.1,184.4,0,0,140.4,324.8,0
1955-IBMMB,1315,0.02,47,0.13,-0.31,0,94933,38.010092,-122.689442,0,59,0.67,-0.03,-0.01,47.17,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,-0.34,-0.35,20.2,1192.3,0,0,2783.03,3975.33,0
1956-YIFGE,1316,0.02,36,0.19,0.39,3,91905,32.677097,-116.304991,10,22,0.23,-0.03,-0.01,9.05,0.08,-0.26,-0.64,57,-0.69,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,1.1,-0.34,0.76,100.05,2090.25,0,0,199.1,2289.35,0
1958-RNRKS,1317,0.02,62,-0.4,0.39,0,90245,33.917145,-118.401554,4,30,0.23,-0.03,-0.01,5.56,0.08,-0.26,0.46,8,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.3,-0.9,0.62,-0.35,49.9,1441.95,0,100,166.8,1708.75,0
1960-UOTYM,1318,0.02,61,-0.4,0.39,2,90712,33.840524,-118.148403,5,52,0.67,-0.03,-0.01,16.53,0.08,-0.26,0.46,12,0.75,0.27,0.22,-0.7,-0.17,-0.17,-0.14,-0.2,2.6,0.62,-0.35,79.2,4016.3,0,0,859.56,4875.86,0
1960-UYCNN,1319,0.02,35,0.19,-0.31,0,92036,32.980678,-116.262854,0,10,-0.78,-0.03,-0.01,26.43,0.08,-0.26,-0.64,13,-0.69,0.27,0.22,-0.7,-0.33,-0.17,-0.14,-0.2,-0.9,-0.34,-0.35,-7,1021.55,0,0,264.3,1285.85,0
1963-SVUCV,1320,0.02,59,0.13,-0.31,0,96029,39.84784,-122.544556,0,1,-0.78,-0.03,-0.01,28.37,0.08,-0.26,0.46,7,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.3,-0.9,0.62,-0.35,45.3,45.3,0,30,28.37,103.67,1
1963-VAUKV,1321,-0.02,31,0.19,-0.31,0,95720,38.766036,-120.209673,0,1,-0.78,-1.14,-0.01,22.12,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,-0.9,0.62,-0.48,20.4,20.4,0,0,22.12,42.52,1
1964-SVLEA,1322,0.02,59,0.13,-0.31,0,91786,34.105493,-117.660934,0,20,-0.78,-0.01,-0.01,30.13,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,1.1,-0.34,-0.48,-1,415.9,0,0,602.6,1018.5,0
1965-AKTSX,1323,-0.02,65,-0.4,-0.31,0,94514,37.83323,-121.601461,0,14,-0.78,-0.01,-0.01,16.36,0.08,-0.26,-0.64,6,-0.69,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,78.95,1101.85,0,0,229.04,1330.89,1
1965-DDBWU,1324,0.02,37,0.19,-0.31,0,92027,33.141265,-116.967221,0,16,-0.78,-0.03,-0.01,11.96,0.08,-0.26,-0.64,18,-0.69,-0.61,-0.58,0.7,-0.33,-0.17,-0.14,-0.2,-0.9,-0.34,0.76,89.05,1448.6,0,0,191.36,1639.96,1
1970-KKFWL,1325,-0.02,38,0.19,-0.31,0,95672,38.724322,-120.991237,0,35,0.23,-0.03,-0.01,6.52,0.08,1.51,1.51,,1.51,1.51,1.51,1.5,1.51,1.51,1.51,1.5,2.6,0.62,-0.35,23.3,797.1,0,0,228.2,1025.3,0
1971-DTCZB,1326,-0.02,52,0.13,0.39,0,96097,41.764869,-122.671316,6,72,1.63,-0.03,-0.01,42.64,0.08,-0.26,0.46,15,0.75,0.27,0.22,0.7,-0.17,-0.17,-0.14,-0.2,2.6,-0.34,-0.35,90.95,6468.6,0,0,3070.08,9538.68,0
1972-XMUWV,1327,-0.02,46,0.13,0.39,0,93641,36.696759,-119.024051,7,65,1.63,-0.03,-0.01,10.23,0.08,-0.26,0.05,14,-0.69,-0.61,-0.58,0.7,-0.17,-0.34,-0.35,-0.2,2.6,-0.34,0.76,59.8,3808.2,0,0,664.95,4473.15,0
1976-AZZPJ,1328,0.02,47,0.13,0.39,0,94520,38.013825,-122.039144,3,7,-0.78,-1.14,0.08,,0.08,-0.26,0.46,17,0.75,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,0.76,34.2,256.6,0,0,0,256.6,0
1976-CFOCS,1329,-0.02,69,-0.4,0.39,0,92629,33.477923,-117.705314,1,1,-0.78,-0.03,-0.01,7.74,0.08,-0.26,0.46,19,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,0.62,-0.35,46,46,0,0,7.74,53.74,1
1977-STDKI,1330,-0.02,72,-0.4,-0.31,0,95497,38.696659,-123.436861,0,1,-0.78,-0.03,-0.01,20.55,0.08,-0.26,-0.64,5,-0.69,0.27,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,73,73,0,0,20.55,93.55,1
1980-KXVPM,1331,-0.02,68,-0.4,-0.31,0,92243,32.770393,-115.60915,0,3,-0.78,-0.03,-0.01,23.82,0.08,-0.26,-0.64,30,-0.69,-0.61,-0.58,-0.7,-0.33,-0.34,-0.35,-0.2,-0.9,-0.34,0.76,75.05,256.25,0,0,71.46,327.71,1
1981-INRFU,1332,-0.02,44,0.13,-0.31,0,92109,32.787836,-117.232376,0,2,-0.78,-0.03,-0.01,8.32,0.08,-0.26,-0.64,16,-0.69,-0.61,-0.58,-0.7,-0.17,-0.34,-0.35,-0.2,-0.9,-0.34,-0.35,79.75,164.5,0,0,16.64,181.14,1
